Video ID,Title,Comment,language,text_en
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,"Guys I'm new for this, pls a question: If I can freely select a player in OTW card list (that i have already purchased the Ultimate FIFA 20 version). I would want Hazard :) 

Thanks for your kind answer and guide, i'm new for this game type and dont know much about Ones To Watch or even FUT play mode.",en,"Guys I'm new for this, pls a question: If I can freely select a player in OTW card list (that i have already purchased the Ultimate FIFA 20 version). I would want Hazard :) 

Thanks for your kind answer and guide, i'm new for this game type and dont know much about Ones To Watch or even FUT play mode."
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,"Guys I'm new for this, pls a question: If I can freely select a player in OTW card list (that i have already purchased the Ultimate FIFA 20 version). I would want Hazard :) 

Thanks for your kind answer and guide, i'm new for this game type and dont know much about Ones To Watch or even FUT play mode.",en,"Guys I'm new for this, pls a question: If I can freely select a player in OTW card list (that i have already purchased the Ultimate FIFA 20 version). I would want Hazard :) 

Thanks for your kind answer and guide, i'm new for this game type and dont know much about Ones To Watch or even FUT play mode."
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,It’s official I am not buying it,en,It’s official I am not buying it
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,"+6.2K disliked the video, and yet will buy it anyway when released",en,"+6.2K disliked the video, and yet will buy it anyway when released"
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,If you want a real different you should wait nearly 5 year.,en,If you want a real different you should wait nearly 5 year.
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,I Pay flfa in my ps4,en,I Pay flfa in my ps4
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,I can't believe nobody has defaced EA's building or at least thrown rocks into the windows.,en,I can't believe nobody has defaced EA's building or at least thrown rocks into the windows.
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,i only buy fifa for career mode,en,i only buy fifa for career mode
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,this is just not even fifa,en,this is just not even fifa
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Its mean fifa have nothing for 20 😆,en,Its mean fifa have nothing for 20 😆
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,It’s Like 2k playground but fifa it’s pretty cool,en,It’s Like 2k playground but fifa it’s pretty cool
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,"ok, but the demo comes out when?",en,"ok, but the demo comes out when?"
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,ALL LIES THEY DONT LISTEN TO US,en,ALL LIES THEY DONT LISTEN TO US
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,"FIFA 20 is SINK because PES 20 Stole their ""Ronaldo"" into Juventus Exclusivity.. And also Man Utd. Fifa cannot use name Juventus and maybe for the first time use TURIN STRIPE, and Man Utd into MANCHESTER RED. 
......
Now FIFA is panic and make strategies to disctract people by Repackage FIFA Street into Volta, just for admit their losses, and turning into ""somewhat"" good.",en,"FIFA 20 is SINK because PES 20 Stole their ""Ronaldo"" into Juventus Exclusivity.. And also Man Utd. Fifa cannot use name Juventus and maybe for the first time use TURIN STRIPE, and Man Utd into MANCHESTER RED. 
......
Now FIFA is panic and make strategies to disctract people by Repackage FIFA Street into Volta, just for admit their losses, and turning into ""somewhat"" good."
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Fifa should partner up with spotify and let's its players put in any song they like into the game,en,Fifa should partner up with spotify and let's its players put in any song they like into the game
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,"We want Juventus in FIFA not pes,plz bring it back",en,"We want Juventus in FIFA not pes,plz bring it back"
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,you have lost a Juventus license if you continue like this or buy any more fifa,en,you have lost a Juventus license if you continue like this or buy any more fifa
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,"what is ""mid-july"" in your books?! we are past the middle already!",en,"what is ""mid-july"" in your books?! we are past the middle already!"
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,We want Juventus on FIFA not on PES,en,We want Juventus on FIFA not on PES
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,is there a ps3 version,en,is there a ps3 version
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,"KIT CREATOR PLEASE!!!!!!!
Having the ability to create 4th kits for EVERY club in ANY game mode (online or offline) would be a dream come true.. What ever colors, what ever design, PLEASE EA make this happen!!!",en,"KIT CREATOR PLEASE!!!!!!!
Having the ability to create 4th kits for EVERY club in ANY game mode (online or offline) would be a dream come true.. What ever colors, what ever design, PLEASE EA make this happen!!!"
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,#banea #eaout,en,#banea #eaout
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,We Want Smalling With His Rastas ... I saw The Leaked Videos I'm Already Bored ...,en,We Want Smalling With His Rastas ... I saw The Leaked Videos I'm Already Bored ...
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,I wish we could have a blacktop 2K 19 mode where u make a fantasy team and play in the streets,en,I wish we could have a blacktop 2K 19 mode where u make a fantasy team and play in the streets
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Who would like the team of icons to be offline ? ( FIFA 20 ),en,Who would like the team of icons to be offline ? ( FIFA 20 )
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,They are not gonna fix pro clubs and carrer mode since there s no money  income like ultimate team,en,They are not gonna fix pro clubs and carrer mode since there s no money  income like ultimate team
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,This just shows how EA is running out of ideas.,en,This just shows how EA is running out of ideas.
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Will the commentators be replace because I'm tired of hearing this is Martin Tyler and Alan Smith 😂,en,Will the commentators be replace because I'm tired of hearing this is Martin Tyler and Alan Smith 😂
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,"PES should get the licenses for the Scottish league and lower english leagues
And maybe some other smaller leagues like Belgium or something
Kick fifa when they’re down",en,"PES should get the licenses for the Scottish league and lower english leagues
And maybe some other smaller leagues like Belgium or something
Kick fifa when they’re down"
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,EA is too lazy!,en,EA is too lazy!
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,"Ea Sports, Pls listen to me, you REALLY need to do something about Marquinos's head, he deserve it...",en,"Ea Sports, Pls listen to me, you REALLY need to do something about Marquinos's head, he deserve it..."
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,We need better career mod,en,We need better career mod
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Fifa 20 for switch :(,en,Fifa 20 for switch :(
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,"You know what the funny thing is? They most likely read some of these comments and laugh their arses off and think ""meh they'll buy it anyway""",en,"You know what the funny thing is? They most likely read some of these comments and laugh their arses off and think ""meh they'll buy it anyway"""
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,"Add The Romanian League 
Serbian League 
Croatian League 
Czech League 
Bulgarian League
Greek League 
THESE ARE IMPORTANT LEAGUES THAT MUST BE IN FIFA !!!! 
The Romanian League
Actually have a team that won the Champions League (Steaua Bucuresti)
Red Star Belgrade As well !!!!!! (Serbian League) 

THESE LEAGUES MUST BE ADDED!!!! 
And fix Career Mode !!!!! 
If u don’t fix that I will buy PES2020.",en,"Add The Romanian League 
Serbian League 
Croatian League 
Czech League 
Bulgarian League
Greek League 
THESE ARE IMPORTANT LEAGUES THAT MUST BE IN FIFA !!!! 
The Romanian League
Actually have a team that won the Champions League (Steaua Bucuresti)
Red Star Belgrade As well !!!!!! (Serbian League) 

THESE LEAGUES MUST BE ADDED!!!! 
And fix Career Mode !!!!! 
If u don’t fix that I will buy PES2020."
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,The subtitles are on point fam,en,The subtitles are on point fam
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Make italian Serie A Official player faces all and stadiums like premier league 🙂,en,Make italian Serie A Official player faces all and stadiums like premier league 🙂
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,When is it coming out,en,When is it coming out
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,We’re hoping this time we’ll get more african country team... why not club too.... don’t disappoint us please 🙏🏾,en,We’re hoping this time we’ll get more african country team... why not club too.... don’t disappoint us please 🙏🏾
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,"EA doesn’t care they don’t listen and we won’t buy it this time , no graphics improving, I feel like I’m watching fifa 19 gameplay , this can’t not be a new game why don’t you just update fifa 19 we are not gonna spend 60 $ for the same game .",en,"EA doesn’t care they don’t listen and we won’t buy it this time , no graphics improving, I feel like I’m watching fifa 19 gameplay , this can’t not be a new game why don’t you just update fifa 19 we are not gonna spend 60 $ for the same game ."
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,return online loungs 💔💔as friendly match ur old fans miss it . 💔,en,return online loungs 💔💔as friendly match ur old fans miss it . 💔
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,I will not even play street mode so great job advertising EA🤘🏻Another year that I won’t be purchasing FIFA b/c of EA’s stupidity,en,I will not even play street mode so great job advertising EA🤘🏻Another year that I won’t be purchasing FIFA b/c of EA’s stupidity
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,I don’t care about a street mode I want improvements to manager/player mode!!!!,en,I don’t care about a street mode I want improvements to manager/player mode!!!!
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Why is fifa 20 and fifa 19 the same price,en,Why is fifa 20 and fifa 19 the same price
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,"When fifa20 come for play
Please answer me",en,"When fifa20 come for play
Please answer me"
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,I buy efootball PES 2020,en,I buy efootball PES 2020
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,If no change in career mode no go for me,en,If no change in career mode no go for me
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Scan the faces of the league mx and put more stadiums are forgetting this league no change uniforms and signings,en,Scan the faces of the league mx and put more stadiums are forgetting this league no change uniforms and signings
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Im sorry but the subtitles are horrible for some reason some spaces have been replace by an “l”,en,Im sorry but the subtitles are horrible for some reason some spaces have been replace by an “l”
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,"Imagine only one game of FIFA and it updates for himself every year bringing this kinds of stuffs, not buying it every f*** year, think the only thing we buy the new FIFA is because we want to play with an updated team, like De Jong Barça for example.",en,"Imagine only one game of FIFA and it updates for himself every year bringing this kinds of stuffs, not buying it every f*** year, think the only thing we buy the new FIFA is because we want to play with an updated team, like De Jong Barça for example."
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,"Honestly ea you should make FIFA rated t and just add fights after something out of hand happens, that would be a FIFA worth buying highkey",en,"Honestly ea you should make FIFA rated t and just add fights after something out of hand happens, that would be a FIFA worth buying highkey"
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,"Yeah Fifa 20 is the best fifa of all time. The gamplay is 0.1 % diffrent than the fifa 19. Is there a huge improvement anywhere? YES. in Momentum. If you have invest 500  or more dollars yiu win every game. ""EA Sports its in the money""",en,"Yeah Fifa 20 is the best fifa of all time. The gamplay is 0.1 % diffrent than the fifa 19. Is there a huge improvement anywhere? YES. in Momentum. If you have invest 500  or more dollars yiu win every game. ""EA Sports its in the money"""
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,I hope they put more effort on career mode...,en,I hope they put more effort on career mode...
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,I wont be buying Fifa 20 until you improve your servers. You know very well that there is a problem and yet you choose to ignore it.,en,I wont be buying Fifa 20 until you improve your servers. You know very well that there is a problem and yet you choose to ignore it.
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,cant believe time finishing will be in fifa 20  :(,en,cant believe time finishing will be in fifa 20  :(
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,"This is how many times he said "" we have a brand new... system. ""

↓",en,"This is how many times he said "" we have a brand new... system. ""

↓"
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,"Upgrade Iwobi, he's really underrated.",en,"Upgrade Iwobi, he's really underrated."
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,You should upgrade Iwobi to at least an 80 and give Salah a 90.,en,You should upgrade Iwobi to at least an 80 and give Salah a 90.
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,arabic translate please,en,arabic translate please
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Fix carrer!!!And ad more nations and leagues!!!,en,Fix carrer!!!And ad more nations and leagues!!!
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Add more nations to play as in classic game mores,en,Add more nations to play as in classic game mores
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,please i will love to see a nutmeg skill....it must not work all the time..bt jsr having a skill like that will be amazing,en,please i will love to see a nutmeg skill....it must not work all the time..bt jsr having a skill like that will be amazing
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Stop giving them your money to ea they will just keep getting worse if you keep buying there games. I didn't get fifa 19 first fifa I have not bought in 15 years the packs are such a rip off its a con boycott fifa!!!,en,Stop giving them your money to ea they will just keep getting worse if you keep buying there games. I didn't get fifa 19 first fifa I have not bought in 15 years the packs are such a rip off its a con boycott fifa!!!
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,I will just wait for the rage videos,en,I will just wait for the rage videos
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,They should make career mode like 2k where u can actually make ur on character and have a good story line instead of a England African american boy and his 2 trusty sidekicks,en,They should make career mode like 2k where u can actually make ur on character and have a good story line instead of a England African american boy and his 2 trusty sidekicks
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Fix career mode OR switch to pes 😊,en,Fix career mode OR switch to pes 😊
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Millions will complain millions will buy stop bitching and don’t buy this reheated dogs dinner,en,Millions will complain millions will buy stop bitching and don’t buy this reheated dogs dinner
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Why don't you call it fifa street 🤣🤣🤣,en,Why don't you call it fifa street 🤣🤣🤣
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,man everybody stop whining .All that hate you still gonna play this awful game .,en,man everybody stop whining .All that hate you still gonna play this awful game .
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Fifa streeeeet yeeeah thank you EA,en,Fifa streeeeet yeeeah thank you EA
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Fifa 20 is great but Have yall Fixed Goalkeepers? thats the real question,en,Fifa 20 is great but Have yall Fixed Goalkeepers? thats the real question
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,"FIFA 19 worst football simulator ever, no fun, no sense and nobody from EA îs Doing nothing about IT, bassically they don't give a rats ass about their customers, switching to PES #ripFIFA",en,"FIFA 19 worst football simulator ever, no fun, no sense and nobody from EA îs Doing nothing about IT, bassically they don't give a rats ass about their customers, switching to PES #ripFIFA"
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,25:21 also he not massive BFV fan like he sed he was,en,25:21 also he not massive BFV fan like he sed he was
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Am I the only one who simply just wants to know Who’s the cover star of FIFA 20????,en,Am I the only one who simply just wants to know Who’s the cover star of FIFA 20????
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,PLEASE!!!!!!GREEK LEAGUE IN FIFA 20!!!PLEASE!!!!!GREEK LEAGUE IN FIFA 20,en,PLEASE!!!!!!GREEK LEAGUE IN FIFA 20!!!PLEASE!!!!!GREEK LEAGUE IN FIFA 20
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,You should make your graphics like it was in the fifa 19 official launch gameplay,en,You should make your graphics like it was in the fifa 19 official launch gameplay
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,We need flashback eto,en,We need flashback eto
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,"these guys just wasted my time, was expecting something",en,"these guys just wasted my time, was expecting something"
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Could you please add the option to turn off the vibration on PC,en,Could you please add the option to turn off the vibration on PC
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Put the legends in the offline(FIFA20),en,Put the legends in the offline(FIFA20)
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Kick off gli,en,Kick off gli
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,"https://youtu.be/8anUp74GYGs
FIFA 20 SKILL MOVE SUGGESTION",en,"https://youtu.be/8anUp74GYGs
FIFA 20 SKILL MOVE SUGGESTION"
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,All they will do is take fifa 19 rebrand it to fifa 20 change the colours and take your money,en,All they will do is take fifa 19 rebrand it to fifa 20 change the colours and take your money
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,"Id rather play pes, this fifa has so many glitches and problems",en,"Id rather play pes, this fifa has so many glitches and problems"
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Can someone tell me how that works. Sep 19,en,Can someone tell me how that works. Sep 19
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Please work on a copy the ps3 and thank you,en,Please work on a copy the ps3 and thank you
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Where is vidic,en,Where is vidic
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,It's fifa 19... I'm ashamed for you!!!!,en,It's fifa 19... I'm ashamed for you!!!!
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Add the Brazil league licensed please,en,Add the Brazil league licensed please
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,#StopBugStopCheat,en,#StopBugStopCheat
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,"If your gonna give Kane 91 rating in fifa 19 gotta get aguero to at least 90 
And upgrade lacazette",en,"If your gonna give Kane 91 rating in fifa 19 gotta get aguero to at least 90 
And upgrade lacazette"
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,I want Frankie de Jong’s face to be scanned cause it look ugly af,en,I want Frankie de Jong’s face to be scanned cause it look ugly af
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,A video game trailer with barely any ingame footage... Good job EA!,en,A video game trailer with barely any ingame footage... Good job EA!
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Fifa has CANCER,en,Fifa has CANCER
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Fifa 19 is one of the worst games I have ever played,en,Fifa 19 is one of the worst games I have ever played
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,the world want ray Hudson for FIFA 20 analyst and his other commentator please,en,the world want ray Hudson for FIFA 20 analyst and his other commentator please
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Please leave the same settings for xbox 360 because everyone wants the same thing,en,Please leave the same settings for xbox 360 because everyone wants the same thing
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,"Haha this is so dead, like all fifa for the past two years!!",en,"Haha this is so dead, like all fifa for the past two years!!"
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,How to download on android,en,How to download on android
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,"They better make some changes to Career Mode or I'm not buying it. The gameplay is fine, it doesn't need to be improved. We want a better career mode!",en,"They better make some changes to Career Mode or I'm not buying it. The gameplay is fine, it doesn't need to be improved. We want a better career mode!"
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Now I know FIFA literally hasn’t changed career mode for years but I can’t help but thinking after seeing that interview with CEO he’s been in charge since 2013. FIFA 12 for me was the last decent one. All they’re bothered about is online and mainly ultimate team. EA is the biggest joke of a company but if they get a CEO who actually knows games and not just business they might have a chance,en,Now I know FIFA literally hasn’t changed career mode for years but I can’t help but thinking after seeing that interview with CEO he’s been in charge since 2013. FIFA 12 for me was the last decent one. All they’re bothered about is online and mainly ultimate team. EA is the biggest joke of a company but if they get a CEO who actually knows games and not just business they might have a chance
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,"@SAM RIVERA, if the community feedback its so important for you EA, why every Year i see a lot of complains about career mode but nothing change?? I play Fifa since FIFA98 and FIFA 19 was horrible. If Carrer mode still the same in FIFA 20, bye FIFA.",en,"@SAM RIVERA, if the community feedback its so important for you EA, why every Year i see a lot of complains about career mode but nothing change?? I play Fifa since FIFA98 and FIFA 19 was horrible. If Carrer mode still the same in FIFA 20, bye FIFA."
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,EA SPORTS i want commebol libertors in fifa 20,en,EA SPORTS i want commebol libertors in fifa 20
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,"Everyone: FIX CAREER MODE


fifa:let's introduce fifa Volta",en,"Everyone: FIX CAREER MODE


fifa:let's introduce fifa Volta"
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,EA make the physic better and fix career mode,en,EA make the physic better and fix career mode
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Winter is coming,en,Winter is coming
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Please 3. Kit for St.Pauli! ❤✌,en,Please 3. Kit for St.Pauli! ❤✌
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,FIFA THE WORST GAME EVER,en,FIFA THE WORST GAME EVER
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Ea you should also put Volta gameplay on Nintendo switch plz i am a big fan ofstreet football,en,Ea you should also put Volta gameplay on Nintendo switch plz i am a big fan ofstreet football
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Putting Heung-min Son into the Cover and everything will be good :),en,Putting Heung-min Son into the Cover and everything will be good :)
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,"Finally, the garbage called fifa 19 is coming to an end. Long live the new garbage fifa 20! Condoms!!!",en,"Finally, the garbage called fifa 19 is coming to an end. Long live the new garbage fifa 20! Condoms!!!"
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,The new fifa street,en,The new fifa street
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,If dynamic difficulty is in the game.... What's the point,en,If dynamic difficulty is in the game.... What's the point
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Can you put that Kante similes?,en,Can you put that Kante similes?
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,The game is dead as a dodo,en,The game is dead as a dodo
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Use this song for fifa 20 it’s called 3 nights from Dominic fike,en,Use this song for fifa 20 it’s called 3 nights from Dominic fike
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Wanna see fifia 20 gameplay just play Fifa 19 I am done with this game bring something new in the future I don’t want the same game every year welcome to fifa 17 1.4,en,Wanna see fifia 20 gameplay just play Fifa 19 I am done with this game bring something new in the future I don’t want the same game every year welcome to fifa 17 1.4
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Die of cancer,en,Die of cancer
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,FIFA Street is back!  maybe some people forgot about FIFA Street in PS2,en,FIFA Street is back!  maybe some people forgot about FIFA Street in PS2
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,landbroke grove put it in (song),en,landbroke grove put it in (song)
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,landbroke grove put it in (song),en,landbroke grove put it in (song)
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,landbroke grove put it in (song),en,landbroke grove put it in (song)
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,landbroke grove put it in (song),en,landbroke grove put it in (song)
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,"I personally think that they should put all the classic teams in fifa for example like fc barcelona from 2004, Liverpool fc from 2005, ac Milan 2003, from real Madrid from 2002",en,"I personally think that they should put all the classic teams in fifa for example like fc barcelona from 2004, Liverpool fc from 2005, ac Milan 2003, from real Madrid from 2002"
FVRxaQrj1U4,FIFA 20 Live Reveal – EA PLAY 2019,Fifa 19.2 or Fifa 18.3?Choose!,en,Fifa 19.2 or Fifa 18.3?Choose!
